Nombre de pièces,2010,%,2015,%,2021,%,code_insee,Ville
Ensemble,60 619,"100,0",61 101,"100,0",63 809,"100,0",25056,besancon
1 pièce,8 398,"13,9",7 651,"12,5",8 023,"12,6",25056,besancon
2 pièces,11 415,"18,8",11 786,"19,3",12 867,"20,2",25056,besancon
3 pièces,15 190,"25,1",15 484,"25,3",16 363,"25,6",25056,besancon
4 pièces,14 138,"23,3",14 778,"24,2",14 259,"22,3",25056,besancon
5 pièces ou plus,11 478,"18,9",11 401,"18,7",12 298,"19,3",25056,besancon
Ensemble,12 123,"100,0",11 880,"100,0",11 547,"100,0",25388,montbeliard
1 pièce,687,"5,7",849,"7,1",738,"6,4",25388,montbeliard
2 pièces,1 716,"14,2",1 754,"14,8",1 509,"13,1",25388,montbeliard
3 pièces,3 526,"29,1",3 508,"29,5",3 342,"28,9",25388,montbeliard
4 pièces,3 218,"26,5",3 049,"25,7",3 076,"26,6",25388,montbeliard
5 pièces ou plus,2 976,"24,5",2 721,"22,9",2 882,"25,0",25388,montbeliard
Ensemble,16 184,"100,0",17 895,"100,0",19 240,"100,0",26198,montelimar
1 pièce,625,"3,9",643,"3,6",647,"3,4",26198,montelimar
2 pièces,1 928,"11,9",2 580,"14,4",2 703,"14,0",26198,montelimar
3 pièces,3 600,"22,2",4 328,"24,2",4 952,"25,7",26198,montelimar
4 pièces,4 561,"28,2",5 043,"28,2",5 210,"27,1",26198,montelimar
5 pièces ou plus,5 471,"33,8",5 301,"29,6",5 728,"29,8",26198,montelimar
Ensemble,15 354,"100,0",15 843,"100,0",16 219,"100,0",26281,romans-sur-isere
1 pièce,472,"3,1",458,"2,9",526,"3,2",26281,romans-sur-isere
2 pièces,2 017,"13,1",2 129,"13,4",2 309,"14,2",26281,romans-sur-isere
3 pièces,4 390,"28,6",4 351,"27,5",4 743,"29,2",26281,romans-sur-isere
4 pièces,4 422,"28,8",4 716,"29,8",4 844,"29,9",26281,romans-sur-isere
5 pièces ou plus,4 053,"26,4",4 188,"26,4",3 797,"23,4",26281,romans-sur-isere
Ensemble,30 528,"100,0",30 630,"100,0",32 602,"100,0",26362,valence
1 pièce,2 667,"8,7",2 548,"8,3",2 498,"7,7",26362,valence
2 pièces,4 320,"14,2",4 457,"14,6",5 226,"16,0",26362,valence
3 pièces,7 782,"25,5",8 197,"26,8",9 368,"28,7",26362,valence
4 pièces,8 424,"27,6",8 422,"27,5",8 245,"25,3",26362,valence
5 pièces ou plus,7 334,"24,0",7 006,"22,9",7 266,"22,3",26362,valence
Ensemble,23 043,"100,0",23 146,"100,0",22 870,"100,0",27229,evreux
1 pièce,2 473,"10,7",2 551,"11,0",2 313,"10,1",27229,evreux
2 pièces,3 700,"16,1",4 075,"17,6",4 120,"18,0",27229,evreux
3 pièces,6 525,"28,3",6 260,"27,0",6 440,"28,2",27229,evreux
4 pièces,5 690,"24,7",5 611,"24,2",5 467,"23,9",27229,evreux
5 pièces ou plus,4 655,"20,2",4 650,"20,1",4 529,"19,8",27229,evreux
Ensemble,10 607,"100,0",10 337,"100,0",10 970,"100,0",27681,vernon
1 pièce,677,"6,4",687,"6,7",682,"6,2",27681,vernon
2 pièces,1 903,"17,9",1 761,"17,0",1 962,"17,9",27681,vernon
3 pièces,2 586,"24,4",2 913,"28,2",2 924,"26,7",27681,vernon
4 pièces,2 548,"24,0",2 286,"22,1",2 423,"22,1",27681,vernon
5 pièces ou plus,2 893,"27,3",2 690,"26,0",2 979,"27,2",27681,vernon
Ensemble,18 866,"100,0",19 049,"100,0",19 756,"100,0",28085,chartres
1 pièce,1 972,"10,5",1 783,"9,4",1 869,"9,5",28085,chartres
2 pièces,3 786,"20,1",3 787,"19,9",4 035,"20,4",28085,chartres
3 pièces,4 872,"25,8",5 189,"27,2",5 340,"27,0",28085,chartres
4 pièces,4 048,"21,5",4 035,"21,2",4 264,"21,6",28085,chartres
5 pièces ou plus,4 188,"22,2",4 255,"22,3",4 248,"21,5",28085,chartres
Ensemble,12 011,"100,0",12 171,"100,0",12 267,"100,0",28134,dreux
1 pièce,516,"4,3",720,"5,9",573,"4,7",28134,dreux
2 pièces,1 613,"13,4",1 638,"13,5",1 636,"13,3",28134,dreux
3 pièces,3 446,"28,7",3 396,"27,9",3 382,"27,6",28134,dreux
4 pièces,3 523,"29,3",3 623,"29,8",3 658,"29,8",28134,dreux
5 pièces ou plus,2 913,"24,3",2 793,"22,9",3 019,"24,6",28134,dreux
Ensemble,72 501,"100,0",73 962,"100,0",75 893,"100,0",29019,brest
1 pièce,6 309,"8,7",6 711,"9,1",6 607,"8,7",29019,brest
2 pièces,12 136,"16,7",13 320,"18,0",14 220,"18,7",29019,brest
3 pièces,17 372,"24,0",18 338,"24,8",18 790,"24,8",29019,brest
4 pièces,17 308,"23,9",16 375,"22,1",16 114,"21,2",29019,brest
5 pièces ou plus,19 376,"26,7",19 218,"26,0",20 161,"26,6",29019,brest
Ensemble,9 506,"100,0",9 918,"100,0",11 050,"100,0",29039,concarneau
1 pièce,348,"3,7",298,"3,0",407,"3,7",29039,concarneau
2 pièces,1 012,"10,6",1 047,"10,6",1 375,"12,4",29039,concarneau
3 pièces,1 956,"20,6",2 192,"22,1",2 140,"19,4",29039,concarneau
4 pièces,2 289,"24,1",2 442,"24,6",2 449,"22,2",29039,concarneau
5 pièces ou plus,3 901,"41,0",3 939,"39,7",4 679,"42,3",29039,concarneau
Ensemble,32 283,"100,0",32 776,"100,0",34 140,"100,0",29232,quimper
1 pièce,2 407,"7,5",2 293,"7,0",2 408,"7,1",29232,quimper
2 pièces,5 513,"17,1",5 572,"17,0",5 884,"17,2",29232,quimper
3 pièces,6 466,"20,0",6 909,"21,1",7 407,"21,7",29232,quimper
4 pièces,6 481,"20,1",6 733,"20,5",6 590,"19,3",29232,quimper
5 pièces ou plus,11 417,"35,4",11 268,"34,4",11 851,"34,7",29232,quimper
Ensemble,27 488,"100,0",28 962,"100,0",31 353,"100,0",2A004,ajaccio
1 pièce,1 332,"4,8",1 065,"3,7",1 220,"3,9",2A004,ajaccio
2 pièces,3 933,"14,3",4 744,"16,4",4 610,"14,7",2A004,ajaccio
3 pièces,9 168,"33,4",10 177,"35,1",11 664,"37,2",2A004,ajaccio
4 pièces,8 681,"31,6",9 210,"31,8",10 040,"32,0",2A004,ajaccio
5 pièces ou plus,4 373,"15,9",3 767,"13,0",3 820,"12,2",2A004,ajaccio
Ensemble,18 419,"100,0",19 457,"100,0",20 882,"100,0",2B033,bastia
1 pièce,1 056,"5,7",748,"3,8",844,"4,0",2B033,bastia
2 pièces,2 495,"13,5",2 555,"13,1",2 854,"13,7",2B033,bastia
3 pièces,6 704,"36,4",7 338,"37,7",8 003,"38,3",2B033,bastia
4 pièces,5 780,"31,4",6 027,"31,0",6 647,"31,8",2B033,bastia
5 pièces ou plus,2 385,"12,9",2 789,"14,3",2 534,"12,1",2B033,bastia
Ensemble,20 549,"100,0",20 694,"100,0",22 913,"100,0",30007,ales
1 pièce,1 033,"5,0",1 093,"5,3",1 229,"5,4",30007,ales
2 pièces,2 336,"11,4",2 775,"13,4",3 255,"14,2",30007,ales
3 pièces,5 785,"28,2",6 401,"30,9",7 162,"31,3",30007,ales
4 pièces,6 829,"33,2",6 468,"31,3",7 144,"31,2",30007,ales
5 pièces ou plus,4 567,"22,2",3 957,"19,1",4 123,"18,0",30007,ales
Ensemble,66 101,"100,0",70 991,"100,0",71 483,"100,0",30189,nimes
1 pièce,5 116,"7,7",5 757,"8,1",6 375,"8,9",30189,nimes
2 pièces,11 856,"17,9",14 020,"19,7",14 486,"20,3",30189,nimes
3 pièces,18 159,"27,5",19 603,"27,6",19 768,"27,7",30189,nimes
4 pièces,17 472,"26,4",17 786,"25,1",16 870,"23,6",30189,nimes
5 pièces ou plus,13 497,"20,4",13 824,"19,5",13 984,"19,6",30189,nimes
Ensemble,10 404,"100,0",11 357,"100,0",13 147,"100,0",31069,blagnac
1 pièce,702,"6,7",593,"5,2",639,"4,9",31069,blagnac
2 pièces,1 626,"15,6",2 099,"18,5",2 834,"21,6",31069,blagnac
3 pièces,2 179,"20,9",2 852,"25,1",3 601,"27,4",31069,blagnac
4 pièces,2 943,"28,3",2 909,"25,6",3 139,"23,9",31069,blagnac
5 pièces ou plus,2 954,"28,4",2 903,"25,6",2 935,"22,3",31069,blagnac
Ensemble,14 867,"100,0",16 892,"100,0",18 406,"100,0",31149,colomiers
1 pièce,411,"2,8",337,"2,0",474,"2,6",31149,colomiers
2 pièces,1 698,"11,4",2 243,"13,3",2 734,"14,9",31149,colomiers
3 pièces,3 405,"22,9",4 119,"24,4",4 774,"25,9",31149,colomiers
4 pièces,5 037,"33,9",5 805,"34,4",5 623,"30,5",31149,colomiers
5 pièces ou plus,4 317,"29,0",4 389,"26,0",4 800,"26,1",31149,colomiers
Ensemble,6 857,"100,0",7 441,"100,0",8 910,"100,0",31157,cugnaux
1 pièce,153,"2,2",150,"2,0",160,"1,8",31157,cugnaux
2 pièces,951,"13,9",951,"12,8",1 272,"14,3",31157,cugnaux
3 pièces,1 349,"19,7",1 516,"20,4",2 012,"22,6",31157,cugnaux
4 pièces,2 058,"30,0",2 253,"30,3",2 530,"28,4",31157,cugnaux
5 pièces ou plus,2 346,"34,2",2 572,"34,6",2 937,"33,0",31157,cugnaux
Ensemble,10 274,"100,0",10 985,"100,0",11 269,"100,0",31395,muret
1 pièce,330,"3,2",328,"3,0",427,"3,8",31395,muret
2 pièces,1 184,"11,5",1 517,"13,8",1 740,"15,4",31395,muret
3 pièces,1 881,"18,3",2 282,"20,8",2 471,"21,9",31395,muret
4 pièces,3 509,"34,2",3 320,"30,2",3 015,"26,8",31395,muret
5 pièces ou plus,3 370,"32,8",3 538,"32,2",3 617,"32,1",31395,muret
Ensemble,233 575,"100,0",251 798,"100,0",275 369,"100,0",31555,toulouse
1 pièce,37 685,"16,1",41 050,"16,3",46 460,"16,9",31555,toulouse
2 pièces,53 531,"22,9",60 390,"24,0",67 204,"24,4",31555,toulouse
3 pièces,59 397,"25,4",66 470,"26,4",75 965,"27,6",31555,toulouse
4 pièces,46 287,"19,8",46 538,"18,5",48 568,"17,6",31555,toulouse
5 pièces ou plus,36 675,"15,7",37 349,"14,8",37 173,"13,5",31555,toulouse
Ensemble,10 156,"100,0",11 111,"100,0",13 180,"100,0",31557,tournefeuille
1 pièce,167,"1,6",345,"3,1",209,"1,6",31557,tournefeuille
2 pièces,1 126,"11,1",1 281,"11,5",2 163,"16,4",31557,tournefeuille
3 pièces,1 348,"13,3",1 569,"14,1",2 496,"18,9",31557,tournefeuille
4 pièces,2 754,"27,1",2 729,"24,6",2 940,"22,3",31557,tournefeuille
5 pièces ou plus,4 761,"46,9",5 187,"46,7",5 373,"40,8",31557,tournefeuille
Ensemble,11 271,"100,0",11 421,"100,0",12 196,"100,0",32013,auch
1 pièce,851,"7,5",921,"8,1",933,"7,7",32013,auch
2 pièces,1 809,"16,0",1 592,"13,9",1 983,"16,3",32013,auch
3 pièces,2 505,"22,2",2 534,"22,2",2 607,"21,4",32013,auch
4 pièces,3 291,"29,2",2 865,"25,1",3 245,"26,6",32013,auch
5 pièces ou plus,2 816,"25,0",3 510,"30,7",3 427,"28,1",32013,auch
Ensemble,11 578,"100,0",12 535,"100,0",14 642,"100,0",33039,begles
1 pièce,203,"1,8",410,"3,3",570,"3,9",33039,begles
2 pièces,1 699,"14,7",2 098,"16,7",2 823,"19,3",33039,begles
3 pièces,3 508,"30,3",3 820,"30,5",4 351,"29,7",33039,begles
4 pièces,3 518,"30,4",3 470,"27,7",3 948,"27,0",33039,begles
5 pièces ou plus,2 650,"22,9",2 736,"21,8",2 949,"20,1",33039,begles
Ensemble,130 745,"100,0",136 209,"100,0",144 318,"100,0",33063,bordeaux
1 pièce,21 756,"16,6",24 314,"17,9",24 595,"17,0",33063,bordeaux
2 pièces,33 818,"25,9",34 353,"25,2",36 567,"25,3",33063,bordeaux
3 pièces,31 434,"24,0",33 545,"24,6",36 713,"25,4",33063,bordeaux
4 pièces,22 258,"17,0",22 786,"16,7",24 017,"16,6",33063,bordeaux
5 pièces ou plus,21 479,"16,4",21 211,"15,6",22 426,"15,5",33063,bordeaux
Ensemble,11 178,"100,0",11 386,"100,0",11 845,"100,0",33069,le-bouscat
1 pièce,583,"5,2",548,"4,8",538,"4,5",33069,le-bouscat
2 pièces,1 429,"12,8",1 538,"13,5",1 675,"14,1",33069,le-bouscat
3 pièces,2 955,"26,4",2 804,"24,6",3 006,"25,4",33069,le-bouscat
4 pièces,3 040,"27,2",3 136,"27,5",3 227,"27,2",33069,le-bouscat
5 pièces ou plus,3 171,"28,4",3 360,"29,5",3 399,"28,7",33069,le-bouscat
Ensemble,6 405,"100,0",8 042,"100,0",9 490,"100,0",33075,bruges
1 pièce,112,"1,7",86,"1,1",157,"1,7",33075,bruges
2 pièces,780,"12,2",1 252,"15,6",1 814,"19,1",33075,bruges
3 pièces,1 784,"27,9",2 525,"31,4",2 943,"31,0",33075,bruges
4 pièces,2 103,"32,8",2 154,"26,8",2 222,"23,4",33075,bruges
5 pièces ou plus,1 626,"25,4",2 024,"25,2",2 354,"24,8",33075,bruges
Ensemble,9 536,"100,0",10 930,"100,0",12 840,"100,0",33119,cenon
1 pièce,412,"4,3",629,"5,8",1 275,"9,9",33119,cenon
2 pièces,1 048,"11,0",1 564,"14,3",2 662,"20,7",33119,cenon
3 pièces,2 847,"29,9",3 258,"29,8",3 743,"29,2",33119,cenon
4 pièces,3 190,"33,5",3 360,"30,7",3 074,"23,9",33119,cenon
5 pièces ou plus,2 040,"21,4",2 118,"19,4",2 087,"16,3",33119,cenon
Ensemble,8 162,"100,0",9 937,"100,0",11 104,"100,0",33162,eysines
1 pièce,292,"3,6",183,"1,8",321,"2,9",33162,eysines
2 pièces,726,"8,9",1 465,"14,7",1 916,"17,3",33162,eysines
3 pièces,1 608,"19,7",2 313,"23,3",2 745,"24,7",33162,eysines
4 pièces,2 592,"31,8",2 920,"29,4",3 079,"27,7",33162,eysines
5 pièces ou plus,2 943,"36,1",3 057,"30,8",3 044,"27,4",33162,eysines
Ensemble,10 332,"100,0",11 595,"100,0",12 294,"100,0",33192,gradignan
1 pièce,1 296,"12,5",1 649,"14,2",1 748,"14,2",33192,gradignan
2 pièces,1 117,"10,8",1 485,"12,8",1 712,"13,9",33192,gradignan
3 pièces,1 683,"16,3",1 976,"17,0",1 980,"16,1",33192,gradignan
4 pièces,2 487,"24,1",2 335,"20,1",2 484,"20,2",33192,gradignan
5 pièces ou plus,3 749,"36,3",4 149,"35,8",4 370,"35,5",33192,gradignan
Ensemble,8 532,"100,0",9 531,"100,0",10 807,"100,0",33199,gujan-mestras
1 pièce,116,"1,4",75,"0,8",132,"1,2",33199,gujan-mestras
2 pièces,721,"8,5",947,"9,9",1 129,"10,4",33199,gujan-mestras
3 pièces,1 788,"21,0",2 182,"22,9",2 440,"22,6",33199,gujan-mestras
4 pièces,3 012,"35,3",3 187,"33,4",3 385,"31,3",33199,gujan-mestras
5 pièces ou plus,2 894,"33,9",3 141,"33,0",3 722,"34,4",33199,gujan-mestras
Ensemble,11 577,"100,0",11 996,"100,0",12 355,"100,0",33243,libourne
1 pièce,804,"6,9",580,"4,8",838,"6,8",33243,libourne
2 pièces,1 868,"16,1",1 863,"15,5",2 193,"17,8",33243,libourne
3 pièces,2 739,"23,7",3 126,"26,1",3 088,"25,0",33243,libourne
4 pièces,2 907,"25,1",3 376,"28,1",2 977,"24,1",33243,libourne
5 pièces ou plus,3 259,"28,2",3 050,"25,4",3 259,"26,4",33243,libourne
Ensemble,8 145,"100,0",9 216,"100,0",10 463,"100,0",33249,lormont
1 pièce,156,"1,9",298,"3,2",313,"3,0",33249,lormont
2 pièces,814,"10,0",1 333,"14,5",1 974,"18,9",33249,lormont
3 pièces,3 025,"37,1",2 889,"31,3",3 738,"35,7",33249,lormont
4 pièces,2 517,"30,9",2 977,"32,3",2 823,"27,0",33249,lormont
5 pièces ou plus,1 633,"20,0",1 719,"18,7",1 615,"15,4",33249,lormont
Ensemble,31 461,"100,0",34 062,"100,0",37 829,"100,0",33281,merignac
1 pièce,1 883,"6,0",2 212,"6,5",2 366,"6,3",33281,merignac
2 pièces,4 630,"14,7",5 837,"17,1",7 127,"18,8",33281,merignac
3 pièces,8 181,"26,0",8 840,"26,0",9 794,"25,9",33281,merignac
4 pièces,8 679,"27,6",8 622,"25,3",9 568,"25,3",33281,merignac
5 pièces ou plus,8 087,"25,7",8 550,"25,1",8 975,"23,7",33281,merignac
Ensemble,25 097,"100,0",28 302,"100,0",32 049,"100,0",33318,pessac
1 pièce,2 152,"8,6",3 518,"12,4",5 210,"16,3",33318,pessac
2 pièces,2 591,"10,3",3 637,"12,8",4 072,"12,7",33318,pessac
3 pièces,4 888,"19,5",5 104,"18,0",5 865,"18,3",33318,pessac
4 pièces,6 946,"27,7",7 024,"24,8",7 225,"22,5",33318,pessac
5 pièces ou plus,8 521,"33,9",9 020,"31,9",9 677,"30,2",33318,pessac
Ensemble,11 102,"100,0",12 769,"100,0",14 036,"100,0",33449,saint-medard-en-jalles
1 pièce,277,"2,5",260,"2,0",151,"1,1",33449,saint-medard-en-jalles
2 pièces,591,"5,3",1 015,"7,9",1 396,"9,9",33449,saint-medard-en-jalles
3 pièces,1 232,"11,1",1 979,"15,5",2 223,"15,8",33449,saint-medard-en-jalles
4 pièces,3 466,"31,2",3 691,"28,9",3 829,"27,3",33449,saint-medard-en-jalles
5 pièces ou plus,5 536,"49,9",5 824,"45,6",6 437,"45,9",33449,saint-medard-en-jalles
Ensemble,22 156,"100,0",23 293,"100,0",25 068,"100,0",33522,talence
1 pièce,5 684,"25,7",6 142,"26,4",6 538,"26,1",33522,talence
2 pièces,3 788,"17,1",4 264,"18,3",4 730,"18,9",33522,talence
3 pièces,4 184,"18,9",4 644,"19,9",4 779,"19,1",33522,talence
4 pièces,4 561,"20,6",4 265,"18,3",4 331,"17,3",33522,talence
5 pièces ou plus,3 939,"17,8",3 977,"17,1",4 690,"18,7",33522,talence
Ensemble,11 187,"100,0",12 485,"100,0",13 626,"100,0",33529,la-teste-de-buch
1 pièce,104,"0,9",165,"1,3",151,"1,1",33529,la-teste-de-buch
2 pièces,860,"7,7",1 524,"12,2",2 071,"15,2",33529,la-teste-de-buch
3 pièces,2 571,"23,0",3 009,"24,1",3 631,"26,6",33529,la-teste-de-buch
4 pièces,3 804,"34,0",3 921,"31,4",3 965,"29,1",33529,la-teste-de-buch
5 pièces ou plus,3 847,"34,4",3 866,"31,0",3 808,"27,9",33529,la-teste-de-buch
Ensemble,12 002,"100,0",13 939,"100,0",19 139,"100,0",33550,villenave-d-ornon
1 pièce,271,"2,3",377,"2,7",504,"2,6",33550,villenave-d-ornon
2 pièces,905,"7,5",1 605,"11,5",3 918,"20,5",33550,villenave-d-ornon
3 pièces,2 166,"18,0",2 875,"20,6",4 818,"25,2",33550,villenave-d-ornon
4 pièces,4 403,"36,7",4 450,"31,9",4 750,"24,8",33550,villenave-d-ornon
5 pièces ou plus,4 257,"35,5",4 632,"33,2",5 148,"26,9",33550,villenave-d-ornon
Ensemble,11 577,"100,0",13 427,"100,0",15 401,"100,0",34003,agde
1 pièce,474,"4,1",548,"4,1",852,"5,5",34003,agde
2 pièces,2 018,"17,4",2 793,"20,8",3 261,"21,2",34003,agde
3 pièces,3 407,"29,4",3 701,"27,6",4 258,"27,6",34003,agde
4 pièces,3 410,"29,5",3 805,"28,3",3 911,"25,4",34003,agde
5 pièces ou plus,2 270,"19,6",2 580,"19,2",3 119,"20,2",34003,agde
Ensemble,33 519,"100,0",35 215,"100,0",38 231,"100,0",34032,beziers
1 pièce,1 216,"3,6",1 465,"4,2",1 656,"4,3",34032,beziers
2 pièces,5 207,"15,5",5 423,"15,4",6 096,"15,9",34032,beziers
3 pièces,10 263,"30,6",10 106,"28,7",10 836,"28,3",34032,beziers
4 pièces,10 139,"30,2",10 968,"31,1",11 176,"29,2",34032,beziers
5 pièces ou plus,6 694,"20,0",7 253,"20,6",8 467,"22,1",34032,beziers
Ensemble,6 116,"100,0",8 777,"100,0",12 407,"100,0",34057,castelnau-le-lez
1 pièce,200,"3,3",680,"7,7",1 204,"9,7",34057,castelnau-le-lez
2 pièces,588,"9,6",1 393,"15,9",2 555,"20,6",34057,castelnau-le-lez
3 pièces,927,"15,1",1 984,"22,6",2 824,"22,8",34057,castelnau-le-lez
4 pièces,1 575,"25,8",1 851,"21,1",2 329,"18,8",34057,castelnau-le-lez
5 pièces ou plus,2 827,"46,2",2 870,"32,7",3 496,"28,2",34057,castelnau-le-lez
Ensemble,9 415,"100,0",10 031,"100,0",10 766,"100,0",34108,frontignan
1 pièce,86,"0,9",76,"0,8",120,"1,1",34108,frontignan
2 pièces,1 059,"11,2",1 170,"11,7",1 270,"11,8",34108,frontignan
3 pièces,2 611,"27,7",2 755,"27,5",3 097,"28,8",34108,frontignan
4 pièces,3 495,"37,1",3 476,"34,6",3 570,"33,2",34108,frontignan
5 pièces ou plus,2 164,"23,0",2 555,"25,5",2 709,"25,2",34108,frontignan
Ensemble,10 293,"100,0",10 520,"100,0",11 591,"100,0",34145,lunel
1 pièce,289,"2,8",392,"3,7",420,"3,6",34145,lunel
2 pièces,1 202,"11,7",1 424,"13,5",1 680,"14,5",34145,lunel
3 pièces,2 405,"23,4",2 509,"23,8",2 988,"25,8",34145,lunel
4 pièces,3 562,"34,6",3 335,"31,7",3 578,"30,9",34145,lunel
5 pièces ou plus,2 835,"27,5",2 861,"27,2",2 925,"25,2",34145,lunel
Ensemble,130 429,"100,0",144 412,"100,0",158 978,"100,0",34172,montpellier
1 pièce,23 233,"17,8",28 070,"19,4",29 958,"18,8",34172,montpellier
2 pièces,29 308,"22,5",33 658,"23,3",38 114,"24,0",34172,montpellier
3 pièces,33 188,"25,4",37 814,"26,2",42 899,"27,0",34172,montpellier
4 pièces,26 757,"20,5",27 049,"18,7",29 098,"18,3",34172,montpellier
5 pièces ou plus,17 943,"13,8",17 821,"12,3",18 908,"11,9",34172,montpellier
Ensemble,21 513,"100,0",22 456,"100,0",23 886,"100,0",34301,sete
1 pièce,966,"4,5",1 019,"4,5",1 054,"4,4",34301,sete
2 pièces,4 534,"21,1",5 212,"23,2",6 074,"25,4",34301,sete
3 pièces,6 908,"32,1",7 526,"33,5",7 536,"31,6",34301,sete
4 pièces,5 372,"25,0",5 545,"24,7",5 870,"24,6",34301,sete
5 pièces ou plus,3 733,"17,4",3 155,"14,0",3 352,"14,0",34301,sete
Ensemble,9 973,"100,0",10 461,"100,0",10 869,"100,0",35115,fougeres
1 pièce,308,"3,1",555,"5,3",463,"4,3",35115,fougeres
2 pièces,1 572,"15,8",1 567,"15,0",1 703,"15,7",35115,fougeres
3 pièces,2 684,"26,9",2 840,"27,1",2 948,"27,1",35115,fougeres
4 pièces,2 535,"25,4",2 594,"24,8",2 734,"25,2",35115,fougeres
5 pièces ou plus,2 875,"28,8",2 905,"27,8",3 022,"27,8",35115,fougeres
Ensemble,106 956,"100,0",111 610,"100,0",118 756,"100,0",35238,rennes
1 pièce,16 729,"15,6",16 625,"14,9",17 406,"14,7",35238,rennes
2 pièces,22 269,"20,8",23 894,"21,4",25 883,"21,8",35238,rennes
3 pièces,26 070,"24,4",28 469,"25,5",30 218,"25,4",35238,rennes
4 pièces,22 245,"20,8",22 318,"20,0",23 877,"20,1",35238,rennes
5 pièces ou plus,19 643,"18,4",20 303,"18,2",21 372,"18,0",35238,rennes
Ensemble,22 891,"100,0",23 856,"100,0",25 415,"100,0",35288,saint-malo
1 pièce,965,"4,2",1 186,"5,0",982,"3,9",35288,saint-malo
2 pièces,3 516,"15,4",4 193,"17,6",4 487,"17,7",35288,saint-malo
3 pièces,5 238,"22,9",5 637,"23,6",6 243,"24,6",35288,saint-malo
4 pièces,5 557,"24,3",5 459,"22,9",5 329,"21,0",35288,saint-malo
5 pièces ou plus,7 614,"33,3",7 381,"30,9",8 374,"32,9",35288,saint-malo
Ensemble,22 907,"100,0",21 911,"100,0",22 042,"100,0",36044,chateauroux
1 pièce,1 102,"4,8",878,"4,0",915,"4,2",36044,chateauroux
2 pièces,2 996,"13,1",2 978,"13,6",3 031,"13,8",36044,chateauroux
3 pièces,5 995,"26,2",5 439,"24,8",5 253,"23,8",36044,chateauroux
4 pièces,7 157,"31,2",6 478,"29,6",6 538,"29,7",36044,chateauroux
5 pièces ou plus,5 656,"24,7",6 138,"28,0",6 305,"28,6",36044,chateauroux
Ensemble,16 243,"100,0",17 099,"100,0",17 993,"100,0",37122,joue-les-tours
1 pièce,1 162,"7,2",976,"5,7",1 301,"7,2",37122,joue-les-tours
2 pièces,2 028,"12,5",2 172,"12,7",2 382,"13,2",37122,joue-les-tours
3 pièces,3 665,"22,6",4 140,"24,2",4 340,"24,1",37122,joue-les-tours
4 pièces,4 878,"30,0",4 985,"29,2",4 730,"26,3",37122,joue-les-tours
5 pièces ou plus,4 510,"27,8",4 826,"28,2",5 240,"29,1",37122,joue-les-tours
Ensemble,72 202,"100,0",73 470,"100,0",77 042,"100,0",37261,tours
1 pièce,12 049,"16,7",11 395,"15,5",11 949,"15,5",37261,tours
2 pièces,15 068,"20,9",16 405,"22,3",18 400,"23,9",37261,tours
3 pièces,17 317,"24,0",17 805,"24,2",19 422,"25,2",37261,tours
4 pièces,14 729,"20,4",14 960,"20,4",14 514,"18,8",37261,tours
5 pièces ou plus,13 039,"18,1",12 906,"17,6",12 757,"16,6",37261,tours
Ensemble,11 738,"100,0",12 709,"100,0",13 622,"100,0",38053,bourgoin-jallieu
