Nombre d'enfants,2010,%,2015,%.1,2021,%.2,code_insee,Ville
3 enfants,653,"11,8",533,"10,0",504,"9,0",59410,mons-en-baroeul
4 enfants ou plus,325,"5,9",287,"5,4",345,"6,2",59410,mons-en-baroeul
Ensemble,22486,"100,0",22653,"100,0",23232,"100,0",59512,roubaix
Aucun enfant,7093,"31,5",7111,"31,4",7566,"32,6",59512,roubaix
1 enfant,5369,"23,9",5208,"23,0",5163,"22,2",59512,roubaix
2 enfants,4685,"20,8",4653,"20,5",4495,"19,3",59512,roubaix
3 enfants,2996,"13,3",3386,"14,9",3481,"15,0",59512,roubaix
4 enfants ou plus,2343,"10,4",2296,"10,1",2527,"10,9",59512,roubaix
Ensemble,23633,"100,0",25125,"100,0",25805,"100,0",59599,tourcoing
Aucun enfant,8669,"36,7",9117,"36,3",9950,"38,6",59599,tourcoing
1 enfant,5756,"24,4",6107,"24,3",6163,"23,9",59599,tourcoing
2 enfants,5057,"21,4",5486,"21,8",5490,"21,3",59599,tourcoing
3 enfants,2723,"11,5",2877,"11,4",2707,"10,5",59599,tourcoing
4 enfants ou plus,1427,"6,0",1537,"6,1",1495,"5,8",59599,tourcoing
Ensemble,10620,"100,0",10596,"100,0",10314,"100,0",59606,valenciennes
Aucun enfant,5190,"48,9",5028,"47,5",4899,"47,5",59606,valenciennes
1 enfant,2603,"24,5",2624,"24,8",2638,"25,6",59606,valenciennes
2 enfants,1627,"15,3",1839,"17,4",1864,"18,1",59606,valenciennes
3 enfants,803,"7,6",735,"6,9",703,"6,8",59606,valenciennes
4 enfants ou plus,398,"3,7",370,"3,5",210,"2,0",59606,valenciennes
Ensemble,5461,"100,0",5800,"100,0",5824,"100,0",59646,wasquehal
Aucun enfant,2192,"40,1",2498,"43,1",2615,"44,9",59646,wasquehal
1 enfant,1269,"23,2",1328,"22,9",1388,"23,8",59646,wasquehal
2 enfants,1249,"22,9",1342,"23,1",1314,"22,6",59646,wasquehal
3 enfants,606,"11,1",495,"8,5",394,"6,8",59646,wasquehal
4 enfants ou plus,145,"2,6",137,"2,4",113,"1,9",59646,wasquehal
Ensemble,11469,"100,0",11226,"100,0",11209,"100,0",59650,wattrelos
Aucun enfant,4613,"40,2",4475,"39,9",4506,"40,2",59650,wattrelos
1 enfant,2673,"23,3",2668,"23,8",2645,"23,6",59650,wattrelos
2 enfants,2441,"21,3",2498,"22,2",2641,"23,6",59650,wattrelos
3 enfants,1216,"10,6",1143,"10,2",1044,"9,3",59650,wattrelos
4 enfants ou plus,525,"4,6",442,"3,9",373,"3,3",59650,wattrelos
Ensemble,13989,"100,0",13660,"100,0",13649,"100,0",60057,beauvais
Aucun enfant,6171,"44,1",5940,"43,5",5960,"43,7",60057,beauvais
1 enfant,3487,"24,9",3422,"25,1",3336,"24,4",60057,beauvais
2 enfants,2752,"19,7",2590,"19,0",2570,"18,8",60057,beauvais
3 enfants,1054,"7,5",1150,"8,4",1168,"8,6",60057,beauvais
4 enfants ou plus,525,"3,8",558,"4,1",615,"4,5",60057,beauvais
Ensemble,9766,"100,0",9675,"100,0",9772,"100,0",60159,compiegne
Aucun enfant,4486,"45,9",4528,"46,8",4419,"45,2",60159,compiegne
1 enfant,2500,"25,6",2353,"24,3",2309,"23,6",60159,compiegne
2 enfants,1648,"16,9",1707,"17,6",1770,"18,1",60159,compiegne
3 enfants,772,"7,9",765,"7,9",859,"8,8",60159,compiegne
4 enfants ou plus,360,"3,7",323,"3,3",415,"4,2",60159,compiegne
Ensemble,8210,"100,0",8431,"100,0",8320,"100,0",60175,creil
Aucun enfant,2688,"32,7",2632,"31,2",2603,"31,3",60175,creil
1 enfant,2182,"26,6",2145,"25,4",1898,"22,8",60175,creil
2 enfants,1703,"20,7",1656,"19,6",1773,"21,3",60175,creil
3 enfants,936,"11,4",1269,"15,1",1189,"14,3",60175,creil
4 enfants ou plus,701,"8,5",729,"8,6",857,"10,3",60175,creil
Ensemble,4822,"100,0",4930,"100,0",5398,"100,0",60463,nogent-sur-oise
Aucun enfant,1919,"39,8",1961,"39,8",1894,"35,1",60463,nogent-sur-oise
1 enfant,1152,"23,9",1120,"22,7",1207,"22,4",60463,nogent-sur-oise
2 enfants,921,"19,1",973,"19,7",1087,"20,1",60463,nogent-sur-oise
3 enfants,503,"10,4",537,"10,9",746,"13,8",60463,nogent-sur-oise
4 enfants ou plus,327,"6,8",339,"6,9",465,"8,6",60463,nogent-sur-oise
Ensemble,6371,"100,0",6338,"100,0",6055,"100,0",61001,alencon
Aucun enfant,3082,"48,4",3151,"49,7",2950,"48,7",61001,alencon
1 enfant,1489,"23,4",1467,"23,1",1388,"22,9",61001,alencon
2 enfants,1063,"16,7",1072,"16,9",1030,"17,0",61001,alencon
3 enfants,510,"8,0",434,"6,8",450,"7,4",61001,alencon
4 enfants ou plus,228,"3,6",214,"3,4",237,"3,9",61001,alencon
Ensemble,10370,"100,0",10007,"100,0",10511,"100,0",62041,arras
Aucun enfant,4810,"46,4",4724,"47,2",4666,"44,4",62041,arras
1 enfant,2615,"25,2",2320,"23,2",2484,"23,6",62041,arras
2 enfants,1908,"18,4",1875,"18,7",2148,"20,4",62041,arras
3 enfants,727,"7,0",748,"7,5",802,"7,6",62041,arras
4 enfants ou plus,310,"3,0",340,"3,4",410,"3,9",62041,arras
Ensemble,6614,"100,0",6290,"100,0",6178,"100,0",62119,bethune
Aucun enfant,3103,"46,9",2967,"47,2",2966,"48,0",62119,bethune
1 enfant,1621,"24,5",1538,"24,5",1477,"23,9",62119,bethune
2 enfants,1188,"18,0",1085,"17,2",1095,"17,7",62119,bethune
3 enfants,449,"6,8",492,"7,8",428,"6,9",62119,bethune
4 enfants ou plus,254,"3,8",208,"3,3",211,"3,4",62119,bethune
Ensemble,11059,"100,0",10733,"100,0",10405,"100,0",62160,boulogne-sur-mer
Aucun enfant,4709,"42,6",4537,"42,3",4716,"45,3",62160,boulogne-sur-mer
1 enfant,2966,"26,8",2830,"26,4",2735,"26,3",62160,boulogne-sur-mer
2 enfants,1993,"18,0",2015,"18,8",1857,"17,8",62160,boulogne-sur-mer
3 enfants,965,"8,7",923,"8,6",729,"7,0",62160,boulogne-sur-mer
4 enfants ou plus,426,"3,9",429,"4,0",369,"3,5",62160,boulogne-sur-mer
Ensemble,6310,"100,0",5982,"100,0",5827,"100,0",62178,bruay-la-buissiere
Aucun enfant,2985,"47,3",2850,"47,6",2621,"45,0",62178,bruay-la-buissiere
1 enfant,1384,"21,9",1348,"22,5",1397,"24,0",62178,bruay-la-buissiere
2 enfants,1140,"18,1",1014,"17,0",1068,"18,3",62178,bruay-la-buissiere
3 enfants,560,"8,9",559,"9,3",479,"8,2",62178,bruay-la-buissiere
4 enfants ou plus,241,"3,8",212,"3,5",261,"4,5",62178,bruay-la-buissiere
Ensemble,19830,"100,0",19077,"100,0",17746,"100,0",62193,calais
Aucun enfant,8333,"42,0",8158,"42,8",8189,"46,1",62193,calais
1 enfant,4897,"24,7",4791,"25,1",4379,"24,7",62193,calais
2 enfants,3844,"19,4",3613,"18,9",3330,"18,8",62193,calais
3 enfants,1954,"9,9",1768,"9,3",1367,"7,7",62193,calais
4 enfants ou plus,802,"4,0",746,"3,9",482,"2,7",62193,calais
Ensemble,7145,"100,0",7145,"100,0",7217,"100,0",62427,henin-beaumont
Aucun enfant,3216,"45,0",3254,"45,5",3292,"45,6",62427,henin-beaumont
1 enfant,1705,"23,9",1476,"20,7",1645,"22,8",62427,henin-beaumont
2 enfants,1270,"17,8",1421,"19,9",1421,"19,7",62427,henin-beaumont
3 enfants,653,"9,1",692,"9,7",643,"8,9",62427,henin-beaumont
4 enfants ou plus,302,"4,2",302,"4,2",216,"3,0",62427,henin-beaumont
Ensemble,9043,"100,0",7869,"100,0",8322,"100,0",62498,lens
Aucun enfant,4018,"44,4",3638,"46,2",3812,"45,8",62498,lens
1 enfant,2040,"22,6",1822,"23,2",2009,"24,1",62498,lens
2 enfants,1671,"18,5",1336,"17,0",1339,"16,1",62498,lens
3 enfants,883,"9,8",715,"9,1",663,"8,0",62498,lens
4 enfants ou plus,431,"4,8",358,"4,5",499,"6,0",62498,lens
Ensemble,8751,"100,0",8504,"100,0",8314,"100,0",62510,lievin
Aucun enfant,3777,"43,2",3848,"45,2",3840,"46,2",62510,lievin
1 enfant,2140,"24,5",1910,"22,5",1806,"21,7",62510,lievin
2 enfants,1613,"18,4",1487,"17,5",1529,"18,4",62510,lievin
3 enfants,769,"8,8",866,"10,2",794,"9,5",62510,lievin
4 enfants ou plus,451,"5,2",394,"4,6",345,"4,2",62510,lievin
Ensemble,32420,"100,0",31870,"100,0",32100,"100,0",63113,clermont-ferrand
Aucun enfant,16785,"51,8",16333,"51,2",15523,"48,4",63113,clermont-ferrand
1 enfant,7957,"24,5",7705,"24,2",7674,"23,9",63113,clermont-ferrand
2 enfants,5156,"15,9",5100,"16,0",5330,"16,6",63113,clermont-ferrand
3 enfants,1786,"5,5",1994,"6,3",2454,"7,6",63113,clermont-ferrand
4 enfants ou plus,737,"2,3",738,"2,3",1120,"3,5",63113,clermont-ferrand
Ensemble,5786,"100,0",5897,"100,0",5831,"100,0",63124,cournon-d-auvergne
Aucun enfant,2949,"51,0",3148,"53,4",2979,"51,1",63124,cournon-d-auvergne
1 enfant,1335,"23,1",1220,"20,7",1245,"21,3",63124,cournon-d-auvergne
2 enfants,1091,"18,9",1075,"18,2",1200,"20,6",63124,cournon-d-auvergne
3 enfants,354,"6,1",356,"6,0",318,"5,5",63124,cournon-d-auvergne
4 enfants ou plus,57,"1,0",98,"1,7",89,"1,5",63124,cournon-d-auvergne
Ensemble,10649,"100,0",10741,"100,0",11607,"100,0",64024,anglet
Aucun enfant,5997,"56,3",5997,"55,8",6757,"58,2",64024,anglet
1 enfant,2430,"22,8",2439,"22,7",2611,"22,5",64024,anglet
2 enfants,1747,"16,4",1834,"17,1",1836,"15,8",64024,anglet
3 enfants,407,"3,8",424,"3,9",359,"3,1",64024,anglet
4 enfants ou plus,69,"0,6",47,"0,4",45,"0,4",64024,anglet
Ensemble,11115,"100,0",11948,"100,0",12962,"100,0",64102,bayonne
Aucun enfant,5602,"50,4",5760,"48,2",6709,"51,8",64102,bayonne
1 enfant,2726,"24,5",3183,"26,6",3499,"27,0",64102,bayonne
2 enfants,2007,"18,1",2235,"18,7",2030,"15,7",64102,bayonne
3 enfants,619,"5,6",595,"5,0",560,"4,3",64102,bayonne
4 enfants ou plus,160,"1,4",175,"1,5",163,"1,3",64102,bayonne
Ensemble,6655,"100,0",6405,"100,0",6770,"100,0",64122,biarritz
Aucun enfant,4126,"62,0",4173,"65,1",4305,"63,6",64122,biarritz
1 enfant,1402,"21,1",1201,"18,7",1363,"20,1",64122,biarritz
2 enfants,893,"13,4",819,"12,8",913,"13,5",64122,biarritz
3 enfants,187,"2,8",196,"3,1",140,"2,1",64122,biarritz
4 enfants ou plus,47,"0,7",16,"0,3",49,"0,7",64122,biarritz
Ensemble,19200,"100,0",17657,"100,0",17119,"100,0",64445,pau
Aucun enfant,10484,"54,6",9443,"53,5",8954,"52,3",64445,pau
1 enfant,4140,"21,6",4194,"23,8",4092,"23,9",64445,pau
2 enfants,3137,"16,3",2650,"15,0",2726,"15,9",64445,pau
3 enfants,990,"5,2",993,"5,6",922,"5,4",64445,pau
4 enfants ou plus,449,"2,3",378,"2,1",426,"2,5",64445,pau
Ensemble,10170,"100,0",9020,"100,0",9617,"100,0",65440,tarbes
Aucun enfant,5421,"53,3",4776,"53,0",4949,"51,5",65440,tarbes
1 enfant,2579,"25,4",2101,"23,3",2438,"25,3",65440,tarbes
2 enfants,1549,"15,2",1394,"15,5",1401,"14,6",65440,tarbes
3 enfants,425,"4,2",561,"6,2",579,"6,0",65440,tarbes
4 enfants ou plus,197,"1,9",188,"2,1",250,"2,6",65440,tarbes
Ensemble,29904,"100,0",30507,"100,0",29585,"100,0",66136,perpignan
Aucun enfant,14103,"47,2",14060,"46,1",13534,"45,7",66136,perpignan
1 enfant,7661,"25,6",7481,"24,5",7098,"24,0",66136,perpignan
2 enfants,5225,"17,5",5310,"17,4",5175,"17,5",66136,perpignan
3 enfants,1912,"6,4",2531,"8,3",2430,"8,2",66136,perpignan
4 enfants ou plus,1002,"3,3",1125,"3,7",1348,"4,6",66136,perpignan
Ensemble,9726,"100,0",9656,"100,0",9866,"100,0",67180,haguenau
Aucun enfant,4634,"47,6",4805,"49,8",5196,"52,7",67180,haguenau
1 enfant,2466,"25,4",2226,"23,1",2288,"23,2",67180,haguenau
2 enfants,1806,"18,6",1767,"18,3",1602,"16,2",67180,haguenau
3 enfants,623,"6,4",650,"6,7",550,"5,6",67180,haguenau
4 enfants ou plus,197,"2,0",207,"2,1",231,"2,3",67180,haguenau
Ensemble,7238,"100,0",7024,"100,0",7203,"100,0",67218,illkirch-graffenstaden
Aucun enfant,3759,"51,9",3589,"51,1",3768,"52,3",67218,illkirch-graffenstaden
1 enfant,1710,"23,6",1583,"22,5",1630,"22,6",67218,illkirch-graffenstaden
2 enfants,1291,"17,8",1317,"18,7",1254,"17,4",67218,illkirch-graffenstaden
3 enfants,379,"5,2",425,"6,0",427,"5,9",67218,illkirch-graffenstaden
4 enfants ou plus,100,"1,4",111,"1,6",125,"1,7",67218,illkirch-graffenstaden
Ensemble,4712,"100,0",5243,"100,0",5736,"100,0",67267,lingolsheim
Aucun enfant,2350,"49,9",2510,"47,9",2714,"47,3",67267,lingolsheim
1 enfant,1118,"23,7",1189,"22,7",1250,"21,8",67267,lingolsheim
2 enfants,830,"17,6",975,"18,6",1186,"20,7",67267,lingolsheim
3 enfants,302,"6,4",412,"7,9",439,"7,7",67267,lingolsheim
4 enfants ou plus,112,"2,4",158,"3,0",146,"2,5",67267,lingolsheim
Ensemble,8039,"100,0",8108,"100,0",8548,"100,0",67447,schiltigheim
Aucun enfant,3578,"44,5",3489,"43,0",3774,"44,2",67447,schiltigheim
1 enfant,2110,"26,2",2013,"24,8",1971,"23,1",67447,schiltigheim
2 enfants,1502,"18,7",1601,"19,7",1702,"19,9",67447,schiltigheim
3 enfants,605,"7,5",708,"8,7",770,"9,0",67447,schiltigheim
4 enfants ou plus,244,"3,0",298,"3,7",331,"3,9",67447,schiltigheim
Ensemble,63238,"100,0",64363,"100,0",67550,"100,0",67482,strasbourg
Aucun enfant,28101,"44,4",29440,"45,7",31224,"46,2",67482,strasbourg
1 enfant,15731,"24,9",14995,"23,3",14728,"21,8",67482,strasbourg
2 enfants,11745,"18,6",11950,"18,6",12423,"18,4",67482,strasbourg
3 enfants,5361,"8,5",5521,"8,6",6243,"9,2",67482,strasbourg
4 enfants ou plus,2300,"3,6",2457,"3,8",2932,"4,3",67482,strasbourg
Ensemble,17786,"100,0",18795,"100,0",17591,"100,0",68066,colmar
Aucun enfant,8365,"47,0",8653,"46,0",8718,"49,6",68066,colmar
1 enfant,4500,"25,3",4786,"25,5",4261,"24,2",68066,colmar
2 enfants,3156,"17,7",3703,"19,7",2816,"16,0",68066,colmar
3 enfants,1235,"6,9",1241,"6,6",1287,"7,3",68066,colmar
4 enfants ou plus,531,"3,0",412,"2,2",509,"2,9",68066,colmar
Ensemble,26769,"100,0",26469,"100,0",24956,"100,0",68224,mulhouse
Aucun enfant,11049,"41,3",10956,"41,4",10627,"42,6",68224,mulhouse
1 enfant,6654,"24,9",6063,"22,9",5364,"21,5",68224,mulhouse
2 enfants,4922,"18,4",4815,"18,2",4475,"17,9",68224,mulhouse
3 enfants,2705,"10,1",2986,"11,3",2774,"11,1",68224,mulhouse
4 enfants ou plus,1439,"5,4",1649,"6,2",1715,"6,9",68224,mulhouse
Ensemble,5385,"100,0",5370,"100,0",5963,"100,0",68297,saint-louis
Aucun enfant,2576,"47,8",2643,"49,2",2831,"47,5",68297,saint-louis
1 enfant,1149,"21,3",1183,"22,0",1297,"21,8",68297,saint-louis
2 enfants,1016,"18,9",935,"17,4",1126,"18,9",68297,saint-louis
3 enfants,472,"8,8",438,"8,2",543,"9,1",68297,saint-louis
4 enfants ou plus,171,"3,2",172,"3,2",166,"2,8",68297,saint-louis
Ensemble,9827,"100,0",9869,"100,0",10434,"100,0",69029,bron
Aucun enfant,4353,"44,3",4145,"42,0",4483,"43,0",69029,bron
1 enfant,2264,"23,0",2141,"21,7",2316,"22,2",69029,bron
2 enfants,1876,"19,1",2121,"21,5",2105,"20,2",69029,bron
3 enfants,897,"9,1",978,"9,9",1032,"9,9",69029,bron
4 enfants ou plus,438,"4,5",484,"4,9",498,"4,8",69029,bron
Ensemble,11267,"100,0",11305,"100,0",11684,"100,0",69034,caluire-et-cuire
Aucun enfant,5650,"50,1",5210,"46,1",5655,"48,4",69034,caluire-et-cuire
1 enfant,2401,"21,3",2643,"23,4",2752,"23,6",69034,caluire-et-cuire
2 enfants,2251,"20,0",2288,"20,2",2426,"20,8",69034,caluire-et-cuire
3 enfants,686,"6,1",878,"7,8",611,"5,2",69034,caluire-et-cuire
4 enfants ou plus,279,"2,5",286,"2,5",239,"2,0",69034,caluire-et-cuire
Ensemble,5048,"100,0",4961,"100,0",5219,"100,0",69091,givors
Aucun enfant,2118,"41,9",2013,"40,6",2156,"41,3",69091,givors
1 enfant,1067,"21,1",1062,"21,4",1141,"21,9",69091,givors
2 enfants,1084,"21,5",1029,"20,7",1071,"20,5",69091,givors
3 enfants,520,"10,3",559,"11,3",525,"10,1",69091,givors
4 enfants ou plus,260,"5,2",298,"6,0",327,"6,3",69091,givors
Ensemble,112463,"100,0",118051,"100,0",119579,"100,0",69123,lyon
Aucun enfant,53985,"48,0",56624,"48,0",57939,"48,5",69123,lyon
1 enfant,27073,"24,1",27635,"23,4",26835,"22,4",69123,lyon
2 enfants,21264,"18,9",22672,"19,2",23224,"19,4",69123,lyon
3 enfants,7514,"6,7",8282,"7,0",8440,"7,1",69123,lyon
4 enfants ou plus,2627,"2,3",2839,"2,4",3142,"2,6",69123,lyon
Ensemble,9407,"100,0",9601,"100,0",10215,"100,0",69149,oullins-pierre-benite
Aucun enfant,4244,"45,1",4258,"44,3",4541,"44,5",69149,oullins-pierre-benite
1 enfant,2299,"24,4",2306,"24,0",2448,"24,0",69149,oullins-pierre-benite
2 enfants,1900,"20,2",2031,"21,2",2125,"20,8",69149,oullins-pierre-benite
3 enfants,741,"7,9",758,"7,9",753,"7,4",69149,oullins-pierre-benite
4 enfants ou plus,223,"2,4",249,"2,6",348,"3,4",69149,oullins-pierre-benite
Ensemble,5998,"100,0",6123,"100,0",6121,"100,0",69202,sainte-foy-les-lyon
Aucun enfant,2774,"46,3",2886,"47,1",3138,"51,3",69202,sainte-foy-les-lyon
1 enfant,1240,"20,7",1311,"21,4",1241,"20,3",69202,sainte-foy-les-lyon
2 enfants,1358,"22,6",1306,"21,3",1163,"19,0",69202,sainte-foy-les-lyon
3 enfants,502,"8,4",479,"7,8",443,"7,2",69202,sainte-foy-les-lyon
4 enfants ou plus,124,"2,1",141,"2,3",136,"2,2",69202,sainte-foy-les-lyon
Ensemble,5690,"100,0",5999,"100,0",5559,"100,0",69204,saint-genis-laval
Aucun enfant,2567,"45,1",2763,"46,1",2641,"47,5",69204,saint-genis-laval
1 enfant,1252,"22,0",1264,"21,1",1124,"20,2",69204,saint-genis-laval
2 enfants,1210,"21,3",1226,"20,4",1156,"20,8",69204,saint-genis-laval
3 enfants,536,"9,4",567,"9,5",486,"8,7",69204,saint-genis-laval
4 enfants ou plus,125,"2,2",179,"3,0",152,"2,7",69204,saint-genis-laval
Ensemble,5557,"100,0",5974,"100,0",6010,"100,0",69244,tassin-la-demi-lune
Aucun enfant,2585,"46,5",2812,"47,1",2658,"44,2",69244,tassin-la-demi-lune
1 enfant,1383,"24,9",1462,"24,5",1456,"24,2",69244,tassin-la-demi-lune
2 enfants,1044,"18,8",1111,"18,6",1323,"22,0",69244,tassin-la-demi-lune
3 enfants,412,"7,4",421,"7,1",392,"6,5",69244,tassin-la-demi-lune
4 enfants ou plus,133,"2,4",167,"2,8",181,"3,0",69244,tassin-la-demi-lune
Ensemble,10241,"100,0",11531,"100,0",12690,"100,0",69256,vaulx-en-velin
Aucun enfant,3590,"35,1",3847,"33,4",4305,"33,9",69256,vaulx-en-velin
1 enfant,2345,"22,9",2458,"21,3",2611,"20,6",69256,vaulx-en-velin
2 enfants,1971,"19,2",2416,"21,0",2553,"20,1",69256,vaulx-en-velin
3 enfants,1483,"14,5",1743,"15,1",1886,"14,9",69256,vaulx-en-velin
4 enfants ou plus,852,"8,3",1068,"9,3",1336,"10,5",69256,vaulx-en-velin
Ensemble,15117,"100,0",16086,"100,0",16113,"100,0",69259,venissieux
Aucun enfant,5703,"37,7",5775,"35,9",5918,"36,7",69259,venissieux
1 enfant,3487,"23,1",3596,"22,4",3635,"22,6",69259,venissieux
2 enfants,3058,"20,2",3308,"20,6",3021,"18,7",69259,venissieux
3 enfants,1844,"12,2",2156,"13,4",2186,"13,6",69259,venissieux
4 enfants ou plus,1026,"6,8",1251,"7,8",1352,"8,4",69259,venissieux
Ensemble,8883,"100,0",9053,"100,0",8414,"100,0",69264,villefranche-sur-saone
Aucun enfant,3833,"43,1",3871,"42,8",3682,"43,8",69264,villefranche-sur-saone
1 enfant,2204,"24,8",2316,"25,6",1991,"23,7",69264,villefranche-sur-saone
2 enfants,1695,"19,1",1534,"16,9",1457,"17,3",69264,villefranche-sur-saone
3 enfants,844,"9,5",891,"9,8",833,"9,9",69264,villefranche-sur-saone
4 enfants ou plus,308,"3,5",441,"4,9",451,"5,4",69264,villefranche-sur-saone
Ensemble,34371,"100,0",34662,"100,0",35470,"100,0",69266,villeurbanne
Aucun enfant,15462,"45,0",15411,"44,5",16159,"45,6",69266,villeurbanne
1 enfant,8201,"23,9",8440,"24,4",8385,"23,6",69266,villeurbanne
2 enfants,6693,"19,5",6781,"19,6",6662,"18,8",69266,villeurbanne
3 enfants,2800,"8,1",2677,"7,7",2882,"8,1",69266,villeurbanne
4 enfants ou plus,1214,"3,5",1353,"3,9",1382,"3,9",69266,villeurbanne
Ensemble,7064,"100,0",7545,"100,0",8178,"100,0",69275,decines-charpieu
Aucun enfant,3000,"42,5",3349,"44,4",3664,"44,8",69275,decines-charpieu
1 enfant,1607,"22,8",1709,"22,6",1769,"21,6",69275,decines-charpieu
2 enfants,1561,"22,1",1541,"20,4",1659,"20,3",69275,decines-charpieu
3 enfants,682,"9,7",698,"9,3",734,"9,0",69275,decines-charpieu
4 enfants ou plus,214,"3,0",248,"3,3",352,"4,3",69275,decines-charpieu
Ensemble,8714,"100,0",9195,"100,0",9986,"100,0",69282,meyzieu
Aucun enfant,3860,"44,3",3976,"43,2",4324,"43,3",69282,meyzieu
1 enfant,1812,"20,8",1860,"20,2",2104,"21,1",69282,meyzieu
2 enfants,1945,"22,3",2110,"22,9",2294,"23,0",69282,meyzieu
3 enfants,822,"9,4",920,"10,0",901,"9,0",69282,meyzieu
4 enfants ou plus,274,"3,1",328,"3,6",363,"3,6",69282,meyzieu
Ensemble,8026,"100,0",8127,"100,0",8374,"100,0",69286,rillieux-la-pape
Aucun enfant,3046,"38,0",3266,"40,2",3315,"39,6",69286,rillieux-la-pape
1 enfant,1993,"24,8",1699,"20,9",1682,"20,1",69286,rillieux-la-pape
2 enfants,1696,"21,1",1725,"21,2",1789,"21,4",69286,rillieux-la-pape
3 enfants,856,"10,7",922,"11,3",1021,"12,2",69286,rillieux-la-pape
4 enfants ou plus,435,"5,4",515,"6,3",567,"6,8",69286,rillieux-la-pape
Ensemble,11643,"100,0",12213,"100,0",12781,"100,0",69290,saint-priest
Aucun enfant,5022,"43,1",5134,"42,0",5338,"41,8",69290,saint-priest
1 enfant,2562,"22,0",2636,"21,6",2756,"21,6",69290,saint-priest
2 enfants,2559,"22,0",2693,"22,0",2639,"20,6",69290,saint-priest
3 enfants,1106,"9,5",1203,"9,8",1416,"11,1",69290,saint-priest
4 enfants ou plus,394,"3,4",547,"4,5",631,"4,9",69290,saint-priest
Ensemble,11095,"100,0",10970,"100,0",10688,"100,0",71076,chalon-sur-saone
Aucun enfant,5594,"50,4",5463,"49,8",5608,"52,5",71076,chalon-sur-saone
1 enfant,2635,"23,8",2496,"22,7",2377,"22,2",71076,chalon-sur-saone
2 enfants,1791,"16,1",1830,"16,7",1524,"14,3",71076,chalon-sur-saone
3 enfants,740,"6,7",825,"7,5",704,"6,6",71076,chalon-sur-saone
4 enfants ou plus,336,"3,0",357,"3,3",475,"4,4",71076,chalon-sur-saone
Ensemble,6015,"100,0",5686,"100,0",5138,"100,0",71153,le-creusot
Aucun enfant,3431,"57,0",3503,"61,6",3034,"59,0",71153,le-creusot
1 enfant,1280,"21,3",1023,"18,0",929,"18,1",71153,le-creusot
2 enfants,834,"13,9",741,"13,0",742,"14,4",71153,le-creusot
3 enfants,341,"5,7",302,"5,3",314,"6,1",71153,le-creusot
4 enfants ou plus,129,"2,1",116,"2,0",119,"2,3",71153,le-creusot
Ensemble,8770,"100,0",8272,"100,0",8313,"100,0",71270,macon
Aucun enfant,4319,"49,3",4089,"49,4",3868,"46,5",71270,macon
1 enfant,1962,"22,4",1826,"22,1",1855,"22,3",71270,macon
2 enfants,1566,"17,9",1414,"17,1",1391,"16,7",71270,macon
3 enfants,615,"7,0",677,"8,2",841,"10,1",71270,macon
4 enfants ou plus,307,"3,5",266,"3,2",358,"4,3",71270,macon
Ensemble,36966,"100,0",36550,"100,0",36820,"100,0",72181,le-mans
Aucun enfant,18820,"50,9",18081,"49,5",17836,"48,4",72181,le-mans
1 enfant,8259,"22,3",8068,"22,1",8315,"22,6",72181,le-mans
2 enfants,6535,"17,7",6682,"18,3",6677,"18,1",72181,le-mans
3 enfants,2452,"6,6",2545,"7,0",2669,"7,2",72181,le-mans
4 enfants ou plus,900,"2,4",1174,"3,2",1324,"3,6",72181,le-mans
Ensemble,7454,"100,0",7840,"100,0",8393,"100,0",73008,aix-les-bains
Aucun enfant,3948,"53,0",4267,"54,4",4501,"53,6",73008,aix-les-bains
1 enfant,1736,"23,3",1771,"22,6",1889,"22,5",73008,aix-les-bains
2 enfants,1221,"16,4",1283,"16,4",1427,"17,0",73008,aix-les-bains
3 enfants,414,"5,6",337,"4,3",448,"5,3",73008,aix-les-bains
4 enfants ou plus,135,"1,8",181,"2,3",127,"1,5",73008,aix-les-bains
Ensemble,13786,"100,0",14794,"100,0",14269,"100,0",73065,chambery
Aucun enfant,6242,"45,3",6958,"47,0",6700,"47,0",73065,chambery
1 enfant,3217,"23,3",3439,"23,2",3180,"22,3",73065,chambery
2 enfants,2736,"19,8",2853,"19,3",2679,"18,8",73065,chambery
3 enfants,1154,"8,4",1043,"7,1",1165,"8,2",73065,chambery
